#OTU ID	ESSE.222.0397	ESSE.222.0399	ESSE.222.0395	ESSE.222.0393	ESSE.222.0385	ESSE.222.0403	ESSE.222.0394	ESSE.222.0396	ESSE.222.0404	ESSE.222.0401	ESSE.222.0402	ESSE.222.0398	ESSE.222.0400
None;Other;Other;Other;Other;Other;Other	0.000512130343127	0.00146024737286	0.000237829227553	0.0	0.00153645937842	0.000859667450161	0.000384088443293	0.000108655159568	0.000166251039069	0.0	0.0015714264734	0.000404047909865	0.000186474049942
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__*Nitrososphaera;s__sp1559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36403244677e-05	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__NA;s__sp1561	0.0	0.0	0.0	0.0	0.0	0.000114259597806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__NA;s__sp1562	0.0	0.000104303383776	9.95564208361e-05	0.0	0.0	0.000549534256116	6.73144694432e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__NA;s__sp1562-sp1564	0.0	5.21516918878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__NA;s__sp1564	0.0	0.0	0.0	0.0	0.0	0.0	5.54354454238e-05	0.0	0.0	0.0	0.000137071468084	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__*Koribacter;s__versatilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.38495053189e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1688	0.0	0.0001086493581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Acidobacterium;s__sp1689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000218754904152	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1704	0.0	0.0	0.0	0.0	6.30636312039e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Granulicella;s__aggregans	0.0	0.000399829637806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1842-sp1908	0.0	6.51896148598e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1961	0.0	5.21516918878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Terriglobus;s__roseus	0.0	0.000112995332424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2612-sp2660-sp2712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87449148933e-05	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2613	0.0	5.21516918878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2619	0.0	0.0	0.0	5.80927325992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__fastidiosa	0.0	0.000121687281072	0.0	0.0	0.0	8.1613998433e-05	0.0	0.0	0.0	0.0	6.85357340422e-05	0.0	0.0
