#OTU ID	ESSE.222.0270	ESSE.222.0180	ESSE.222.0273	ESSE.222.0179	ESSE.222.0274	ESSE.222.0275	ESSE.222.0146	ESSE.222.0322	ESSE.222.0271	ESSE.222.0329	ESSE.222.0326	ESSE.222.0327	ESSE.222.0321	ESSE.222.0240	ESSE.222.0325	ESSE.222.0328	ESSE.222.0320
None;Other;Other;Other;Other;Other;Other	0.0	0.0	0.000331588545984	0.0	0.000328731097962	0.0	0.000468120962457	0.0	0.000617687668047	0.0	0.0	0.000600832582293	0.0	0.0	0.000424268137463	0.000609278440247	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Bryocella;s__sp1703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000536457662761	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__NA;s__sp1795-sp1802-sp1920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000729582421355	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__NA;g__Terriglobus;s__aquaticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000514999356251	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter;s__sp2710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000352007798327	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__*Solibacter-Bryobacter;s__sp2567-sp2597-sp2711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364791210678	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__fastidiosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000304639220124	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Blastocatella;s__sp3038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000380331431676	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000708124114845	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000343332904167	0.0	0.0	0.0	0.0	0.0
