#OTU ID	ESSE.222.0406	ESSE.222.0411	ESSE.222.0412	ESSE.222.0373	ESSE.222.0374	ESSE.222.0379	ESSE.222.0367	ESSE.222.0382	ESSE.222.0375	ESSE.222.0371	ESSE.222.0369	ESSE.222.0377	ESSE.222.0370
None;Other;Other;Other;Other;Other;Other	0.0	0.000145840070511	0.00010932625871	0.0	0.0	0.00034339445418	0.0	0.0	0.000125239462491	0.000530465284363	9.57436623015e-05	0.000147796306112	0.0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__*Halobonum;s__*Halobonum	0.0	0.0	0.0	0.0	0.000123616770959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Thaumarchaeota;c__NA;o__NA;f__NA;g__NA;s__sp1562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.030048194e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp3429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27699722154e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134516459712	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4501	0.0	0.0	0.0	0.0	0.0	6.05990213258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__canis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29389765999e-05	0.0	8.15427895788e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__dentalis-orihominis-sp4753	0.0	0.0	0.0	0.0	0.0	8.07986951011e-05	0.0	0.0	0.0	0.0	0.0	0.000265014066131	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__europaeus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13499408815e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__funkei	0.0	0.0	0.0	0.0	0.0	8.58486135449e-05	0.0	0.0	0.0	7.95697926544e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__gerencseriae	0.0	0.0	0.0	0.0	0.0	5.5549102882e-05	0.0	0.0001577178231	0.0	0.0	0.0	5.60606678354e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__graevenitzii	0.0	0.0	0.0	0.0	5.11517672936e-05	7.06988582134e-05	0.0	0.0	0.000125239462491	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__haliotis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655769851889
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-naeslundii-oris	0.0	0.0	0.0	0.0	0.0	8.07986951011e-05	0.0	0.0	0.0	0.0	0.0	0.00015289273046	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__massiliensis	0.0	0.0	0.0	0.0	0.0	0.000141397716427	0.0	0.000256291462537	0.0	0.0	0.0	0.000331267582664	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000168182003506	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri-odontolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000236469339731
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii	0.0	0.0	0.0	0.0	0.000102303534587	0.000560540947264	0.0	0.0	0.0	0.00119354688982	0.0	0.00125881681412	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii-oris	0.0	0.0	0.0	0.0	0.0	7.57487766573e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__neuii	0.0	0.0	0.0	0.0	0.0	0.000989784014988	0.0	0.0	0.0	0.000179032033472	0.0	6.62535165328e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__odontolyticus	0.0	0.0	0.0	9.68192043739e-05	0.000196081774625	0.00214621533862	5.68359430504e-05	0.00108431003381	0.000496319351352	0.00502615856934	0.000218082786353	0.000815427895788	0.000184561435888
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138003095212	0.000153070454155	0.000271863458236	0.0	0.000652342316631	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris-viscosus	0.0	0.0	0.0	0.0	0.0	0.000484792170606	0.0	0.0	0.0	0.0	0.0	0.001330166755	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4769	0.0	0.0	0.0	0.0	0.0	8.58486135449e-05	0.0	0.0	0.0	0.0	0.0	0.00144738451502	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__viscosus	0.0	0.0	0.0	0.000182247914116	0.000144930007332	0.000959484504325	0.0	0.0	0.0	0.000444264675654	0.000164891862853	0.00112121335671	0.000184561435888
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__phocae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34429935865e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__curtisii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.030048194e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4816	0.0	0.0	0.0	0.0	0.000183293832802	0.000232296248416	0.0	0.0	0.0	0.000311648354563	0.0	9.68320626249e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__cambriense	0.0	0.0	0.0	0.0	0.0	0.000100998368876	0.0	0.0	0.0	0.000437633859599	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__adolescentis-faecale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.85736394373e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__pseudolongum	0.0	0.0	0.0	9.11239570578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__vaginalis	0.0	0.0	0.0	0.0	0.0	0.0159829918747	8.0517585988e-05	0.0	0.000357164393029	0.0	0.0119520005106	0.000234435520039	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens	0.0	0.0	0.00591819480482	0.0	0.0	0.000600940294814	0.0	0.000458367423384	0.0	0.0	0.0	0.0	0.000184561435888
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-atypicum-macginleyi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138003095212	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-macginleyi	0.0	0.0	0.0	0.00246034684056	0.0	0.0	0.0	0.0	0.000607643318011	0.000305017538508	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum	0.0	0.0	0.0	0.0	0.0	7.57487766573e-05	0.000132617200451	0.0	0.0	0.000610035077017	0.000132977308752	0.000198760549598	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum-freneyi-xerosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28314247634e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__appendicis	0.0	0.0	0.000225940934667	0.0	0.000174768538253	0.0	0.0	0.0	0.0	0.0	0.000101062754652	0.000107024911322	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013307441324	0.0	0.00108082301689	0.0	0.000290496187875	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum-sp5023	0.0	0.0	0.0	0.0	0.0	6.56489397696e-05	0.0	0.0	0.0	0.000596773444908	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__bovis	0.0	0.0	0.00494883531092	0.0	0.0	0.0	0.0	5.42155016905e-05	0.000473126858299	0.0	0.0	0.0	0.0
